name,logFC,DE_class
KCNQ1DN,-0.0012919814246563632,NS
RAB11FIP5,-0.001295209011388021,NS
PPP5C,0.0012991236891548574,NS
VGLL1,0.0013082312945087438,NS
ZDHHC8,-0.0013119530686942493,NS
PPP1R3E,-0.0013156138871077694,NS
PPARGC1B,-0.0013204165543223567,NS
ZFP82,-0.0013220478499007537,NS
CRYBB1,-0.0013237865780992841,NS
TMEM9,-0.0013237890642350258,NS
HES5,0.001323966166165036,NS
ANKRD52,0.0013257246027060798,NS
HTR7P1,0.0013317768442120403,NS
TMEM119,0.0013353193371243854,NS
CRIPT,0.0013372992212956625,NS
IGSF8,-0.0013394405349882454,NS
C1orf111,-0.0013460809045087174,NS
ATP4B,-0.0013483961437616987,NS
CH25H,0.0013489334284364496,NS
RN7SK,0.001351229118164543,NS
ZMYM1,0.0013519237013364105,NS
TM2D1,0.0013537010836492946,NS
PIN1P1,0.0013566010302610287,NS
RAB1A,0.0013592930555099692,NS
TCOF1,-0.0013656472680452225,NS
LOC100130236,-0.00136832471175663,NS
FAM160A2,-0.001368957815702121,NS
HAGHL,-0.0013720100361891419,NS
HEATR2,-0.0013754764488038695,NS
BASP1,0.0013760449127349084,NS
ANKRD11,0.0013790452950432908,NS
FUT4,0.0013813881599600286,NS
SLC44A3,0.0013901482005611587,NS
RCCD1,0.0013912645641531718,NS
SLC2A4RG,0.0013918543569495512,NS
EPC2,0.0013919026605977436,NS
TBC1D17,0.001391903500393532,NS
LOC100288594,0.0013927099575214985,NS
PDAP1,0.0014046608965325724,NS
BRF1,0.00140497004475848,NS
C6orf227,-0.0014062627468902633,NS
NEIL3,-0.001406978420099514,NS
TREX2,-0.0014072236551947448,NS
ING4,-0.0014083729754323926,NS
PRDM11,0.0014134787187107811,NS
ASMT,0.0014148214394651415,NS
DNAJA2,0.0014157433645354267,NS
OBSL1,-0.0014165801882788376,NS
C1QTNF4,0.0014198415660164887,NS
B3GNT1,-0.0014212127687107667,NS
IREB2,-0.0014241739878659843,NS
C8G,0.0014250001913893584,NS
UBL7,-0.0014255558779678879,NS
TARBP2,0.001426573698178668,NS
NINJ2,0.0014267753543069084,NS
C16orf63,0.001433633911826826,NS
ZNF34,0.0014357399016886596,NS
MUC16,0.001441234543252179,NS
KCTD10,-0.0014446770436897793,NS
ATG4D,-0.0014457134255247972,NS
PHAX,0.0014496045261671586,NS
BNIP3,0.0014505141012639555,NS
CDK5R1,-0.0014513746229274371,NS
PACSIN1,0.0014517223309942207,NS
OIP5,-0.0014546405473856439,NS
ST6GAL1,-0.001456199683608883,NS
SERPINH1,-0.0014572439897677647,NS
SIX6,0.0014596072375487879,NS
LOC404266,0.0014618389538416654,NS
KLHL26,0.0014642061980894017,NS
KALRN,0.0014656403195973944,NS
TTC30A,0.0014677227712907026,NS
USMG5,-0.0014703770958353068,NS
ATP12A,0.0014822619890071387,NS
TADA2A,0.0014881762091134565,NS
C3orf77,0.0014882652194607715,NS
CNIH2,-0.0014915153731362985,NS
RNU11,0.001493335996969769,NS
FTSJD1,-0.001498814449792274,NS
ZFC3H1,-0.0014992270484968095,NS
SNAPC5,-0.0015019085217347072,NS
CREBZF,-0.001504904771260307,NS
MTERFD3,0.0015065211403524348,NS
HMGB2,-0.0015082183957964013,NS
SLC26A1,0.0015090964135930918,NS
PIGO,0.0015156641432412243,NS
VPS24,-0.0015156921798151757,NS
EEF1A1,0.0015161040471221021,NS
NPIP,-0.0015170605006220583,NS
CRTC2,-0.001518990567785039,NS
RSF1,-0.0015209781251996901,NS
EVX1,0.0015216973698106706,NS
STRC,-0.0015249652599982344,NS
LOC441204,-0.001527525714342115,NS
MPI,-0.0015297930540079108,NS
B3GALT4,-0.0015300190364069266,NS
SLC25A26,-0.0015329401314898572,NS
LOC100288034,-0.0015387386139988912,NS
RFC4,-0.0015445447806377022,NS
CLK3,0.0015464127342723621,NS
HES6,-0.0015478381828140098,NS
PKN2,-0.0015491525100843617,NS
SERPINA1,0.0015528359407732673,NS
RAB13,0.0015539743507284598,NS
PTRH1,-0.0015540213425668803,NS
C2orf51,-0.0015546000404773608,NS
GOLGA7,0.0015626219003763708,NS
DHRS12,0.0015638707800091911,NS
RARG,-0.001565327714754483,NS
ATP6V0E1,0.001566329229021779,NS
MED4,-0.0015667449013541113,NS
KCNJ14,-0.001567112312031771,NS
PCIF1,0.0015701410224504553,NS
GJB6,0.001571843674651907,NS
RNU4ATAC,-0.0015726454389173306,NS
CCDC157,0.0015751415718912032,NS
DKFZP434F142,0.0015752483950406404,NS
S1PR2,0.001575437360776366,NS
ZDHHC12,-0.001575855241977564,NS
ZRSR2,0.00158052325425162,NS
CXCR3,0.001581457950278864,NS
WIPI2,0.0015829938106355357,NS
ZNRD1,0.0015834130026541882,NS
URB2,0.001585802439544759,NS
NFIX,-0.0015893925013945598,NS
C21orf29,0.0015963337409565792,NS
SNX18,0.0016011586343052109,NS
CACNA2D2,-0.0016016859089094115,NS
LPPR4,0.0016022323623683388,NS
LOC613266,0.0016034934096111897,NS
KLHDC10,-0.0016114742176960295,NS
SMC1A,-0.0016149176572506363,NS
RARRES3,-0.0016156026510891763,NS
NIPAL2,0.0016210897188333462,NS
PGRMC2,0.001621312004323805,NS
INTS4L2,0.0016243318772735105,NS
CNPY3,-0.001624658879229024,NS
LOC441046,0.0016270647433849206,NS
WDR4,-0.0016277662094814627,NS
GNPTAB,0.0016279289096821081,NS
PET112L,-0.001632502210320519,NS
ITIH5L,-0.0016339375037712767,NS
DSCR6,-0.0016341852615431307,NS
POMP,0.001639724349094429,NS
NME3,-0.001641833192691955,NS
HIGD2A,-0.0016436809163962174,NS
TRMT61A,-0.001644156185641732,NS
ASF1A,0.0016478722158497217,NS
MED26,0.0016591436914121793,NS
SPAST,0.0016616072389621372,NS
MDK,0.0016657614964485923,NS
ZFP30,0.0016680912624953415,NS
MAP3K4,-0.0016688930109030053,NS
IRF2BP2,0.001670726195269534,NS
C7orf34,-0.0016712236711660111,NS
COG1,-0.0016720841598671932,NS
APPL1,-0.0016727213016678455,NS
LEFTY2,-0.0016762119209365878,NS
KLB,0.0016765861979857188,NS
C9orf53,-0.0016775187174977724,NS
DOK3,-0.0016795227882544506,NS
ZNF224,-0.0016803225029433655,NS
HES2,-0.0016840368974133657,NS
LIMD2,-0.0016855499484678127,NS
INF2,0.0016860073376809837,NS
GLCCI1,0.001686180059176312,NS
CCDC88B,-0.0016894086793992624,NS
LRRC25,0.0016897049433044486,NS
