"gene","log2FC","pvalue","negLog10P","significance"
"KLF15",-0.0266661855254637,0.596936916592649,0.224071562041965,"NS"
"ACTL7A",-0.0266774969585488,0.855486598616432,0.0677867893870776,"NS"
"KLC4",-0.0266889346155885,0.669063397451173,0.174532728482236,"NS"
"WDFY1",0.0266889877583958,0.785839704151585,0.104666032461945,"NS"
"LOC146880",0.0266933276114139,0.545109176811302,0.263516506644175,"NS"
"KSR2",0.0266938790684341,0.702078687551597,0.153614210299925,"NS"
"USP16",-0.0266941773367062,0.543306617271846,0.264955005389348,"NS"
"BLOC1S3",-0.0267012086775771,0.798118103051484,0.097932838338006,"NS"
"ALDH3A2",-0.0267025330271449,0.542451582398437,0.265639019572675,"NS"
"ARVP6125",0.0267039407814682,0.942815544505642,0.0255732657347188,"NS"
"FAM135B",0.0267248955216831,0.801378974566114,0.0961620561505133,"NS"
"ARHGAP44",-0.0267306460245997,0.472864618915119,0.325263179925725,"NS"
"LY75",-0.0267316945136761,0.778186939689631,0.108916062234823,"NS"
"NCRNA00185",0.0267351889025103,0.467967318193188,0.329784476036918,"NS"
"NAA30",0.0267393601204571,0.839536312214146,0.0759605147097648,"NS"
"SPR",-0.0267395526352776,0.810533918970448,0.0912288062152595,"NS"
"IKBKE",-0.0267405197226307,0.137490376259117,0.861727699534316,"NS"
"CCDC47",0.0267460146618865,0.717976903152779,0.143889526502321,"NS"
"CMTM8",0.0267495935484938,0.581682766080477,0.235313803155431,"NS"
"PIGY",0.0267566173937599,0.498662459239291,0.302193325503121,"NS"
"NIPSNAP1",0.0267670702658291,0.640122299058623,0.193737043622161,"NS"
"PNPLA3",0.0267670749012594,0.86980669177255,0.0605772554557905,"NS"
"CD37",-0.0267694696464309,0.746736463520983,0.126832641333711,"NS"
"RUFY4",0.0267707727322111,0.644203239475512,0.19097709559394,"NS"
"ZNF616",-0.0267910069033312,0.897719815375779,0.0468591885256115,"NS"
"DCAF6",0.0267919763338553,0.466520579764733,0.331129193329863,"NS"
"ICAM1",0.0268022573617088,0.719355184041535,0.143056622299735,"NS"
"S1PR3",-0.0268090914682553,0.32060222707334,0.494033465131272,"NS"
"TGIF2LY",0.0268114013640918,0.644049887078479,0.191080491578409,"NS"
"CEP290",-0.0268259878113091,0.822418219139972,0.0849072772589271,"NS"
"NR2E1",0.0268353637683522,0.616312517219826,0.210199011720412,"NS"
"NUSAP1",-0.0268725003329626,0.540968140894993,0.266828310939497,"NS"
"PNKP",-0.026873929010681,0.57571324997942,0.239793775188381,"NS"
"ZC3H13",-0.0268745887038779,0.72650226734614,0.138763025971079,"NS"
"KCNJ14",0.0268842346050024,0.694712437727514,0.158194925700177,"NS"
"PRSS30P",-0.0268872964208533,0.690361299177843,0.160923562635553,"NS"
"PSMA4",-0.0269039444302184,0.749577158351976,0.125183656048824,"NS"
"HOXB4",0.0269081510904008,0.584369919740512,0.233312147335497,"NS"
"PIKFYVE",0.026920908169251,0.575677953286235,0.239820402383449,"NS"
"HSD17B4",-0.0269266272564757,0.698625509074661,0.15575556091408,"NS"
"TWF1",-0.0269268964428622,0.486498396854384,0.312918586512673,"NS"
"ZBTB32",0.0269320194046654,0.343734516340511,0.463776855690632,"NS"
"PCDP1",-0.0269364906784659,0.88347058834982,0.0538079040293086,"NS"
"USP51",0.026941016113665,0.677101297139742,0.169346354213072,"NS"
"FOXC2",0.026941274342088,0.500704249095704,0.300418723058875,"NS"
"HGSNAT",-0.0269578137151787,0.498267026253542,0.302537852122463,"NS"
"SNRNP27",0.0269588199859201,0.600006252279774,0.221844224088927,"NS"
"KIAA1310",-0.0269623435640263,0.678325492879706,0.168561860940376,"NS"
"MLNR",0.0269625029464071,0.6698419581976,0.174027652193336,"NS"
"GNAI2",-0.0269742525836723,0.537310151398405,0.269774954229996,"NS"
"NARS2",0.026975930270184,0.798531403821419,0.0977079997031204,"NS"
"ATP6V0D2",-0.0269761339710932,0.772235684734205,0.112250133655926,"NS"
"GDPD2",0.0269854130507504,0.899423246285829,0.0460358919479824,"NS"
"LOX",-0.0269899808214638,0.419701571154685,0.377059405002156,"NS"
"BANP",0.0269910442835242,0.707381897020273,0.150346058636055,"NS"
"ALDH6A1",-0.0269922043278028,0.35317987569357,0.452004050633061,"NS"
"FAM50A",0.0269925949736662,0.653832652692534,0.184533394355097,"NS"
"BCL6B",0.026994491634571,0.662216535048523,0.178999979442184,"NS"
"HABP4",-0.0269974834629723,0.592758734349188,0.227122037937361,"NS"
"GRK6",0.0270026462713404,0.594702055182947,0.225700560654799,"NS"
"TCERG1L",0.0270070080682245,0.20694209374313,0.684151161238683,"NS"
"SMC1B",-0.0270140681813549,0.640530108641398,0.19346045107232,"NS"
"PHACTR1",-0.0270277703015498,0.42248566282624,0.374188024373694,"NS"
"CACNA1G",-0.027036201925948,0.606899981255616,0.216882875922917,"NS"
"GAGE12J",0.0270418090130952,0.905458410364842,0.0431314929632454,"NS"
"DST",-0.0270526836891674,0.810187187666592,0.0914146290488716,"NS"
"PDHX",-0.0270535290669434,0.803429834231331,0.0950520453931589,"NS"
"FLT3",-0.0270559901043472,0.800144365142831,0.0968316488473636,"NS"
"HSF5",-0.0270620219041924,0.687795616717113,0.16254059623956,"NS"
"KIAA1370",0.0270696765326033,0.744148766593044,0.128340233739187,"NS"
"PTPRCAP",0.0270725636473368,0.1931289478931,0.714152625402409,"NS"
"DDX24",0.0270812544547567,0.668905295010869,0.174635366186849,"NS"
"SLC10A2",0.0270864927948948,0.682464847442294,0.165919713452051,"NS"
"LRRC28",0.0270901608482124,0.794172997035219,0.100084883625659,"NS"
"EPS8L1",0.0270901880628212,0.811244877998848,0.0908480322117394,"NS"
"CDK5",0.0270911360611201,0.787839470783562,0.103562264813899,"NS"
"C1orf38",0.0271003034091137,0.88346960509251,0.0538083873769916,"NS"
"GYG2",-0.0271023479795067,0.172568092174557,0.763039502210356,"NS"
"LHPP",-0.0271071264542115,0.555262527354538,0.255501634491194,"NS"
"EXOSC2",-0.0271091629980165,0.849067795777502,0.0710576311264258,"NS"
"ZBED1",-0.0271092114447762,0.621243249845912,0.206738317084525,"NS"
"LRRC25",0.0271232086783268,0.712252340500713,0.147366114970375,"NS"
"FZD5",0.0271304825859016,0.520471350246648,0.283603171575604,"NS"
"TMEM72",0.0271312725361379,0.552951140410954,0.257313241909361,"NS"
"LEF1",-0.027134562083541,0.875571555145859,0.0577083558796359,"NS"
"OTUD3",0.0271379374720371,0.618506671097119,0.208655611790653,"NS"
"CD8B",0.027148595143619,0.746358785538768,0.12705235064859,"NS"
"EPN1",0.0271508636262188,0.115027439673351,0.939198546800939,"NS"
"TPMT",0.0271528535460739,0.576317242485498,0.239338386831474,"NS"
"IGLL5",0.0271531399650926,0.431482478114799,0.365036835667339,"NS"
"KCNE1",0.027155481541149,0.827415265718961,0.0822764706820501,"NS"
"SLC28A3",-0.0271576353455751,0.639430446761903,0.194206688449262,"NS"
"AOAH",-0.0271578348604964,0.748458349074333,0.125832362682965,"NS"
"PRR25",0.0271616123113518,0.637479734775562,0.195533616721517,"NS"
"FOLR1",-0.0271716999271052,0.649562705684548,0.187378917849949,"NS"
"ARHGEF7",0.0271778982845046,0.673205352557942,0.171852439670164,"NS"
"CHD1",-0.0271788287895147,0.871346505699568,0.0598091060856247,"NS"
"MSX1",-0.0271881156233129,0.434659817974224,0.361850506205898,"NS"
"COPS7B",-0.0271898971798701,0.820850514046939,0.0857359255061216,"NS"
"CPSF3",-0.0271905744896961,0.655936980794875,0.18313788350198,"NS"
"KANK3",-0.0271916474529514,0.801242275216395,0.0962361444897448,"NS"
"TOP2B",-0.0271936837684752,0.601762039229973,0.220575212197361,"NS"
"C11orf85",-0.0272064637422074,0.818083309021384,0.087202467959484,"NS"
"TOM1L2",-0.0272316908963597,0.648996605732485,0.187757574564048,"NS"
"C6orf145",-0.0272347366500147,0.734224686089856,0.134171017744902,"NS"
"ZC4H2",-0.0272413568397512,0.86502309508707,0.0629722972346344,"NS"
"CCDC116",0.0272416699302214,0.48043749600788,0.318363105195359,"NS"
"TMEM93",0.027251521756986,0.66055218766676,0.180092864771113,"NS"
"OR52I1",0.0272516377965448,0.773074371356423,0.111778724042816,"NS"
"SERF1A",-0.027253482042672,0.843603872336284,0.0738614354161686,"NS"
"ZBTB22",-0.0272605076179619,0.661758023803411,0.179300784182384,"NS"
"DOK3",0.0272646238048448,0.710438568231627,0.148473469645695,"NS"
"CBWD5",-0.0272660459435028,0.394096297624358,0.404397645136589,"NS"
"MUC5B",-0.027267059916263,0.568791022129395,0.245047267184117,"NS"
"GPR25",0.0272693774024968,0.597544757366505,0.223629559586,"NS"
"TMEM173",0.0272730114249065,0.78349526025339,0.105963626447496,"NS"
"SERP1",0.0272782013019288,0.0569704356160183,1.24435045976204,"NS"
"SP8",0.0272785676753398,0.315617817949734,0.500838487025304,"NS"
"OR6M1",0.0272846879376122,0.842571692379081,0.0743931358216502,"NS"
"CYP11A1",-0.0272855543180992,0.803157986033891,0.0951990179665856,"NS"
"KRT222",-0.027286540877633,0.677457108891669,0.169118195599425,"NS"
"SHISA6",-0.027296852825462,0.6270173574604,0.202720436609584,"NS"
"CHD2",0.0272974491566891,0.735879290787111,0.133193418875059,"NS"
"EHMT1",-0.0273037185538252,0.422289056423291,0.374390173125317,"NS"
"UROC1",-0.027303976387276,0.6149434703234,0.211164805614828,"NS"
"SFN",0.0273046085363924,0.616173772950935,0.210296791097124,"NS"
"FAM188A",-0.0273168409754276,0.720491468558726,0.142371157361865,"NS"
"OR52A4",0.0273179213977349,0.663768871397081,0.177983118449666,"NS"
"RET",0.0273210452349282,0.701112457702441,0.154212316066886,"NS"
"GIF",0.0273331887876161,0.906180997338346,0.0427850492387437,"NS"
"OMG",0.0273341212365781,0.61529771645157,0.210914696701867,"NS"
"KRT12",-0.0273533644485935,0.721716431594087,0.141633406841059,"NS"
"CLTA",-0.0273637718903492,0.597295810569432,0.223810531382107,"NS"
"SELK",-0.0273654814530717,0.847698744491958,0.0717584600662589,"NS"
"PTK2B",0.0273747763393244,0.446199591619458,0.350470831536486,"NS"
"PCNT",0.0273763826049993,0.156252738358462,0.806172362825177,"NS"
"S1PR2",0.0273785299671543,0.698009360729749,0.156138753184837,"NS"
"ATL3",0.0273872029403419,0.705032996876123,0.15179055673077,"NS"
"C22orf26",0.0273872505569352,0.530532996743233,0.275287599777989,"NS"
"NCAN",-0.0274012203335232,0.754784346770679,0.122177115107013,"NS"
"SLC4A1",0.0274022212235379,0.674430100409634,0.17106305500537,"NS"
"SSPO",-0.0274032544262655,0.466608228975361,0.331047606375791,"NS"
"KLF9",0.0274065624070059,0.697088543928672,0.156712054474,"NS"
"LOC93432",0.0274172794379031,0.839576399594689,0.0759397778907956,"NS"
"FOXJ3",0.0274227773052198,0.47968709002902,0.319041969682123,"NS"
"RBMX2",-0.0274337274147181,0.91458281194997,0.0387769647150407,"NS"
"A1BG",-0.0274370270795272,0.667178193147135,0.17575815714046,"NS"
"MXD4",0.0274382082260911,0.31245884070187,0.505207182906571,"NS"
"SEPT2",-0.0274405073748603,0.506047174565231,0.295808995613977,"NS"
"PELP1",0.0274482920081833,0.644445564267182,0.190813761222643,"NS"
"ARID4B",-0.0274508831058351,0.753855225478315,0.122712050433821,"NS"
"PANX1",-0.0274535607762496,0.599549150163392,0.222175208278595,"NS"
"GSTM2",-0.0274621999147862,0.804549440350859,0.0944472629237828,"NS"
"RNF183",0.0274632914054107,0.461324853093872,0.335993147882999,"NS"
"AKR7A2",-0.0274640346090229,0.70352849621399,0.152718306903223,"NS"
"ATP6V0A2",0.0274658459378112,0.860558004052025,0.0652198516690924,"NS"
"STX18",-0.0274699613660594,0.813350379182234,0.0897223265278065,"NS"
"PARK7",-0.0274762109292452,0.604561604642424,0.218559438073552,"NS"
"SETX",0.027479207408045,0.654438289181652,0.184131299352245,"NS"
"LFNG",0.0274947069560494,0.634212730624697,0.197765044578615,"NS"
"SAGE1",0.0274965992999521,0.756884758002862,0.120970240411992,"NS"
"TECPR2",0.0274994472331707,0.764245744454698,0.116766970874674,"NS"
"SPSB2",0.0275140180485134,0.479154489298036,0.319524438501373,"NS"
"SIGLEC15",0.0275207626366756,0.736203316684488,0.133002230336069,"NS"
"CHCHD4",-0.0275210260292427,0.172172809351741,0.764035434072297,"NS"
"FAM117B",0.0275211608634032,0.767724300333525,0.114794712703385,"NS"
"RIBC2",0.0275224834518362,0.874142205118501,0.0584179107585785,"NS"
"ATOH8",0.0275261574951744,0.247283189001283,0.606805407181529,"NS"
"SNAI1",0.0275279371147068,0.84958550650708,0.0707929050404881,"NS"
"MUDENG",0.0275441066849893,0.789570995764997,0.102608813492636,"NS"
"RRN3",-0.0275540590925896,0.86178411337708,0.0646015162075771,"NS"
"RIN3",-0.0275625152449743,0.438075650811706,0.358450885173781,"NS"
"IGSF22",-0.0275631360572655,0.844165301397501,0.0735725030715626,"NS"
"APOF",-0.027564817560785,0.73399685468002,0.134305801116679,"NS"
"PAK3",-0.0275793877318213,0.86801704067818,0.0614717487868068,"NS"
"SYT9",-0.0275837756122717,0.846315875938895,0.0724675121700061,"NS"
"SLC38A11",-0.0275857520032643,0.860977151118149,0.0650083738366774,"NS"
"KRTAP4-1",0.0275903177854158,0.760856706387835,0.118697127046495,"NS"
"TBX21",-0.027591460254353,0.747054227783052,0.126647872117451,"NS"
"SNORD51",-0.0275983216820117,0.873558836796278,0.0587078386656886,"NS"
"RTP2",0.0276045422644144,0.506284926672605,0.295605002418333,"NS"
"PHB",-0.0276108983609831,0.660080086238727,0.180403369152807,"NS"
"RPL9",-0.0276128776599949,0.0522965605748513,1.28152687274805,"NS"
"MIR221",0.0276196507774737,0.909029615693201,0.0414219674682248,"NS"
"FAM48A",0.027622046470245,0.814518438512575,0.0890990799820793,"NS"
"TFEC",-0.0276241129364065,0.892771338408313,0.0492597608022389,"NS"
"RASGRP4",0.0276276030121954,0.300642908235512,0.521949036124185,"NS"
"C15orf26",0.027633027790242,0.8743541148282,0.0583126417717531,"NS"
"RAN",-0.0276348861219005,0.61131112985186,0.213737697144548,"NS"
"AQP8",0.0276382302377147,0.795333004339158,0.0994509950337693,"NS"
"KAT2A",-0.0276394805774873,0.760653814431174,0.118812952545585,"NS"
"SERPINA12",-0.0276497729144827,0.825236452014026,0.0834215967932844,"NS"
"NPRL2",-0.0276521622372115,0.369018090503542,0.432952342748036,"NS"
"DEFB136",-0.0276555074876053,0.762807760212513,0.11758489742948,"NS"
"SGMS1",-0.0276568428125323,0.547274297293638,0.261794947994281,"NS"
"IGF2R",-0.0276594523478813,0.368852412672211,0.433147371466003,"NS"
"PPP1CB",-0.0276669056075152,0.34512948927829,0.46201793122234,"NS"
"RNF24",-0.0276744605541928,0.522068608703655,0.282272419558186,"NS"
"TMEM135",0.0276753209148015,0.517055852088294,0.286462542121477,"NS"
"CWC27",-0.0276755269962057,0.746107236848728,0.127198747561364,"NS"
"OR4K14",0.0276787381875359,0.466618564710463,0.331037986521856,"NS"
"RPAIN",-0.0276788257352103,0.735007833455182,0.133708032333178,"NS"
"C19orf71",0.0276797253019654,0.528448436298464,0.276997382857131,"NS"
"FRAT2",-0.0276829803465828,0.735155206778443,0.133620962505499,"NS"
"SLC39A11",-0.0276862460670098,0.531396002825825,0.274581716687534,"NS"
"ATG3",-0.0276894097512641,0.186770420825595,0.728691902674436,"NS"
"GPR107",-0.0276898051273271,0.816668905210754,0.0879539799232784,"NS"
"RNF207",-0.0276919161819134,0.550355999193115,0.25935629510594,"NS"
"SEPT1",-0.0276998253674696,0.656225769909119,0.18294671892166,"NS"
"DVL2",-0.0277007200409436,0.722694999045172,0.141044950532583,"NS"
"C2orf27A",-0.0277013064012626,0.305865349652175,0.514469719835249,"NS"
"RSPO1",-0.0277145718488754,0.784618690608448,0.105341350640041,"NS"
"F2RL1",-0.027723535788577,0.703412832832632,0.152789712820951,"NS"
"B3GNT4",0.0277265963233784,0.667542143928159,0.17552131079084,"NS"
"SPECC1",0.0277322655230581,0.566774583943491,0.246589633196246,"NS"
"PDXDC2P",-0.0277360783611202,0.632341622594453,0.199048230699581,"NS"
"KLF2",-0.0277372735264607,0.357289731741767,0.446979464939372,"NS"
"HOXA7",-0.0277445411844328,0.760973360229405,0.118630546524928,"NS"
"MEGF11",-0.0277454111467921,0.637969131808845,0.195200334146239,"NS"
"CYP4F11",-0.0277510180977749,0.861434762204475,0.0647776067677924,"NS"
"C20orf114",0.0277556201339766,0.788158711960582,0.103386319581233,"NS"
"C22orf33",0.0277628615425121,0.874974884211672,0.058004413040347,"NS"
"NCRNA00257",-0.0277717339380057,0.901613420420234,0.0449796324864901,"NS"
"GNAT2",0.0277776627583795,0.755869686660909,0.121553071221402,"NS"
"LOC389458",-0.0278118280114996,0.837919621563844,0.0767976395863396,"NS"
"RAB38",-0.0278147910183419,0.728818849505875,0.137380403693502,"NS"
"MRC2",0.0278208071856836,0.738994857078437,0.131358584000611,"NS"
"KCNE3",0.0278234174978755,0.447371222043614,0.349331956112504,"NS"
"CCNA2",0.0278243695061167,0.422522944276614,0.374149702567149,"NS"
"PINX1",0.0278327510189269,0.519468113005055,0.284441105991257,"NS"
"COPB2",0.0278372953581458,0.303384443210342,0.518006692504867,"NS"
"GNB4",0.0278411488371104,0.864721747362753,0.0631236185762765,"NS"
"TMX1",-0.0278466068583405,0.807433223846166,0.092893384432521,"NS"
"GTF2IRD2",0.0278536100151299,0.30347281456919,0.517880207426918,"NS"
"FAM131C",-0.027865228017371,0.675081512028743,0.170643785558569,"NS"
"FAM76B",-0.0278683835979656,0.639025917775962,0.194481527258157,"NS"
"FOXC1",-0.0278699983542126,0.330612491927671,0.480680740986103,"NS"
"CSDE1",-0.0278719234648723,0.221197080025769,0.655220610355883,"NS"
"CNNM2",-0.0278890066286424,0.713972655192468,0.146318421174013,"NS"
"CTAGE10P",0.0278932059508477,0.8568130767303,0.067113913898338,"NS"
"THRA",-0.0278936731987005,0.84076076368278,0.0753275640036766,"NS"
"DDX26B",-0.0279081719257901,0.756988289203677,0.120910839091158,"NS"
"GIMAP7",0.0279153334312412,0.639125275493204,0.194414007063917,"NS"
"RAB7A",-0.0279277059233038,0.407716169150501,0.389642065016826,"NS"
"PITRM1",0.0279329033753308,0.0912856696506945,1.03959739420833,"NS"
"OR13H1",0.0279338668949533,0.889052353547691,0.051072664015832,"NS"
"TMED7",0.0279351572406952,0.620080329448568,0.207552045378483,"NS"
"HEATR7A",0.0279377737850366,0.593581214685221,0.226519851811987,"NS"
"SLC26A1",-0.0279395695282261,0.741822176354676,0.129700187825277,"NS"
"RUNX2",0.0279420933077557,0.538612112064956,0.268723884597308,"NS"
"FOXB2",-0.0279436767633792,0.025076769262657,1.60072841607814,"NS"
"CTDP1",0.0279438378269683,0.602144666666927,0.220299155939388,"NS"
"TUBB2A",0.0279473290210999,0.736918525836683,0.132580525350583,"NS"
"TRPC5",-0.027948512968804,0.729379357481478,0.137046532026825,"NS"
"METTL10",0.0279506629441704,0.681279632572397,0.166674594465326,"NS"
"VWC2L",0.0279512864354914,0.713502011443764,0.146604798221799,"NS"
"SKIV2L2",-0.0279608096372415,0.241337257350962,0.617375627063889,"NS"
"ZNF91",-0.0279689721122391,0.625506274397373,0.203768329579691,"NS"
"ABCC3",0.0279782953673113,0.629031361437434,0.201327701518658,"NS"
"NCL",-0.0279800434183106,0.510581519492459,0.2919349085441,"NS"
"SS18L1",-0.0279808247691762,0.810765097630218,0.0911049553821626,"NS"
"ASPSCR1",-0.0279876944532407,0.53563502411124,0.271131033077256,"NS"
"GNRH2",0.0280076272674412,0.302344446070574,0.519498004776104,"NS"
"DDR1",0.0280135281240246,0.516641834856469,0.286810429924807,"NS"
"CRIM1",0.0280244140456336,0.70159359141472,0.153914386611707,"NS"
"IMPACT",-0.0280249275224838,0.712524822566784,0.147200001332085,"NS"
"KIAA0947",-0.0280318731117357,0.433642889338826,0.362867770560941,"NS"
"C19orf6",-0.0280334602969261,0.276535823366942,0.55824860076857,"NS"
"LOC80154",-0.028037726989937,0.171217256998434,0.766452464883807,"NS"
"UBE2R2",-0.0280450846985167,0.42525070817755,0.371354954476485,"NS"
"PSG8",0.028049229808408,0.524963382223884,0.27987098888496,"NS"
"ZBED3",-0.0280532556215252,0.683284611367157,0.165398360154797,"NS"
"CTU2",-0.028058680861881,0.0912791534157235,1.03962839651036,"NS"
"SCXA",-0.0280709736828344,0.340293178247607,0.468146756984463,"NS"
"OR2H1",0.0280726317371329,0.486243123047799,0.313146527863692,"NS"
"FAM172B",0.0280788787204838,0.754854179794271,0.122136935823975,"NS"
"TTBK1",0.0280856077059988,0.508039434210953,0.294102576307552,"NS"
"C16orf72",0.0280887951190647,0.0133225927387114,1.87541124794797,"NS"
"LAIR2",0.0280967521392554,0.738241224924394,0.131801706556671,"NS"
"ACOX3",-0.0280993636336504,0.148386733770797,0.828604924580417,"NS"
"CYP2A13",-0.0281007096977008,0.306879487278949,0.513032140109369,"NS"
"SULF2",0.0281036420934406,0.842752166338584,0.0743001224288432,"NS"
"CACNA1F",0.0281106686430306,0.262877555262322,0.580246492789948,"NS"
"RHOV",-0.0281170159347104,0.490118779911835,0.309698656279818,"NS"
"GDF7",-0.0281180157248722,0.356100270611444,0.448427696292014,"NS"
"B4GALT4",0.0281234269126736,0.859710756967745,0.0656476392004363,"NS"
"COX7C",-0.0281496445398073,0.502834366978295,0.298575047455904,"NS"
"VHLL",0.0281593119319201,0.770171944475411,0.113412305735927,"NS"
"ABI3",0.0281608146483989,0.519981763333177,0.284011887562611,"NS"
"SLC36A4",-0.0281674774984126,0.827517572636524,0.0822227750530977,"NS"
"COL11A1",-0.0281680058477485,0.801275593752291,0.0962180853384962,"NS"
"ABHD3",0.0281684069288286,0.848697728525514,0.0712469601777184,"NS"
"EFTUD2",0.0281731646598553,0.63947296536833,0.194177811215874,"NS"
"EIF3G",-0.0281733204956791,0.661899729285281,0.179207796536713,"NS"
"TMEM59L",0.0281770795964729,0.617056488102091,0.209675076893677,"NS"
"TMEM176B",0.0281777726098293,0.560576265056526,0.251365294326708,"NS"
"ERLIN1",-0.0281791322543503,0.678181650857185,0.168653964837019,"NS"
"SUN1",0.0281821453051734,0.567429592857026,0.246088018417903,"NS"
"CACNG5",0.0281856400323364,0.617903344808567,0.209079453874316,"NS"
"PRSS2",0.0281891120160338,0.808779812095029,0.0921696976805958,"NS"
"SPACA3",-0.0282003617179105,0.668115607659851,0.175148382697168,"NS"
"AKR7A2P1",0.0282042006977652,0.365209533411008,0.437457894188793,"NS"
"FAM153B",-0.0282048621320028,0.475917260715518,0.322468543787997,"NS"
"BST2",-0.0282049614357776,0.883964563668923,0.053565144615337,"NS"
"WDR31",-0.0282056962403978,0.704251881416335,0.152271984118347,"NS"
"LOC338797",0.0282226696790631,0.675369841138864,0.170458336829733,"NS"
"STK16",0.0282250898966627,0.656049982953702,0.183063071456588,"NS"
"AP4B1",0.0282342902281132,0.592735776538301,0.227138858682619,"NS"
"KRT23",0.0282376108231048,0.949868499379916,0.0223365146550106,"NS"
"FAIM2",-0.0282422685080044,0.587032559674383,0.231337810004924,"NS"
"MIRLET7F1",0.0282428097120169,0.884264198816825,0.0534179578990876,"NS"
"MMP24",-0.0282429328035319,0.64922568309371,0.187604307999766,"NS"
"FAM21B",0.0282530757719299,0.239983855941881,0.619817972918313,"NS"
"SEC24C",-0.0282581690920578,0.171191162767274,0.766518658236366,"NS"
"PNPO",-0.0282601614229991,0.428405983552668,0.36814447200041,"NS"
"LOC100127950",0.0282621823120717,0.68383917624187,0.165046022670309,"NS"
"LRIG1",-0.0282720292133876,0.787328367588591,0.10384410056453,"NS"
"ZNF225",0.0282721862550039,0.862392980708405,0.0642947870042899,"NS"
"LTB",-0.0282735346855296,0.244891648188591,0.611026025848984,"NS"
"GZMA",0.0282746166813781,0.611211618144015,0.213808399118427,"NS"
"LMOD3",0.0282821474927634,0.742768674913064,0.129146420224755,"NS"
"OSTF1",-0.0282880390745923,0.758064832154043,0.120293650512128,"NS"
"OR2T10",-0.0282952009853684,0.756672444044523,0.12109208157005,"NS"
"S100Z",0.028296275360137,0.626889582419335,0.202808947157994,"NS"
"IL33",-0.0283006778745603,0.891467451609484,0.0498945087359012,"NS"
"HSD17B3",0.0283055202828371,0.769551334723297,0.113762404236087,"NS"
"ZNF496",-0.0283071107949517,0.520228548050033,0.283805819152047,"NS"
"MIR425",-0.0283071357209068,0.63653102938798,0.196180420661524,"NS"
"RYR2",-0.0283104396110661,0.860364069866036,0.0653177347150018,"NS"
"SLC38A5",-0.0283152817520584,0.600694588661868,0.221346280363076,"NS"
"TMEM111",-0.028319031637849,0.800632109425733,0.0965669964607692,"NS"
"C10orf72",0.0283329150561582,0.493749399084244,0.306493419921545,"NS"
"SH3GL2",-0.0283399383000431,0.683492225333477,0.165266421131233,"NS"
"FBXO11",0.0283407220837917,0.729490940109591,0.136980097444065,"NS"
"ATP8B1",-0.0283564577435378,0.519930016602418,0.284055109151361,"NS"
"CHST4",-0.0283646129558686,0.771490378513207,0.112669485783176,"NS"
"C20orf123",0.0283673875944179,0.549460406635127,0.26006359677898,"NS"
"FOLR4",0.0283795696234264,0.0329722079384103,1.48185196995234,"NS"
"CCDC78",0.0283816835628223,0.708545908792363,0.14963200527642,"NS"
"CPXM1",-0.0283870750087076,0.831693546048487,0.0800366686337268,"NS"
"NLRP13",0.0283905377231244,0.66831915667626,0.175016090096488,"NS"
"PI4KB",-0.0283939975412362,0.716484701935023,0.144793078031649,"NS"
"TBC1D28",0.0283973358653573,0.534423768501016,0.272114234852713,"NS"
"FAM163B",-0.0283978219820833,0.737972287952541,0.131959946327719,"NS"
"ZBTB4",-0.0284113905128862,0.581571063876697,0.235397209974507,"NS"
"MASP2",-0.0284134569511467,0.602152937543606,0.220293190642953,"NS"
"FGF4",0.0284176126991453,0.264065005044486,0.578289149429529,"NS"
"FIG4",0.0284213394735211,0.876368134004193,0.0573134223912765,"NS"
"RNF130",-0.0284357554561523,0.691764308875086,0.160041848882028,"NS"
"SLITRK1",-0.0284418648493006,0.84690397614896,0.0721658281494779,"NS"
"CIDECP",0.0284496167153814,0.368594266462585,0.433451424578224,"NS"
"CSNK1D",0.0284598719102331,0.31224739248069,0.505501179650307,"NS"
"SPINK4",0.0284709294976662,0.760540819746306,0.118877471532321,"NS"
"PRSS3",-0.0284749945995089,0.79800764134682,0.0979929500291336,"NS"
"GAN",0.0284856309725681,0.424210425312036,0.372418662552475,"NS"
"SNORA23",0.0284965242768385,0.572264377051233,0.242403287695651,"NS"
"TMCC1",-0.0284973089834033,0.749332434770463,0.125325468607066,"NS"
"PTPDC1",0.0284985318259137,0.328253073224323,0.483791199196998,"NS"
"SERP2",-0.028516549585579,0.627164720992907,0.202618379387757,"NS"
"SEC14L5",0.028519220726108,0.714816954206546,0.145805155339551,"NS"
"CMTM2",-0.0285306504187353,0.551418548715576,0.258518629109223,"NS"
"IRS2",0.0285311190357955,0.861255972502841,0.0648677533966157,"NS"
"DLX1",0.0285344881025762,0.394822932959063,0.403597629638875,"NS"
"LCE1F",-0.0285412210007561,0.495741232107876,0.304744958173271,"NS"
"GNPDA2",-0.0285432059484056,0.85063885763992,0.0702547823636526,"NS"
"MLH3",-0.0285453937693343,0.781401526293143,0.107125744813253,"NS"
"ZBTB7C",-0.0285479017664034,0.738329941573651,0.13174951922951,"NS"
"PSAP",-0.0285508688813891,0.654731243522539,0.183936934218254,"NS"
"SAMD5",0.028556990065111,0.739476193043189,0.131075803271422,"NS"
"PGD",0.0285645876656249,0.862059262516003,0.0644628774479072,"NS"
"SGCZ",0.0285696034013906,0.780977778360848,0.10736132319384,"NS"
"ZSWIM6",0.0285701682595008,0.675748010278963,0.170215224395259,"NS"
