"gene","log2FC","negLog10P","significance"
"CST4",-0.00429693768193951,0.0744462419171045,"NS"
"SNAPC4",0.00430084301873879,0.120460297192249,"NS"
"TRIP12",0.00430355651125192,0.114345423206082,"NS"
"MZT2B",0.0043062498543085,0.171186341136647,"NS"
"PDE4C",-0.00430825929816736,0.135070404812104,"NS"
"ACOT4",-0.00431018639779623,0.0615814419037919,"NS"
"ZBTB5",0.00431042092473422,0.0642473464321996,"NS"
"SEC62",0.00431147910714724,0.0886608899531815,"NS"
"TWF2",-0.00431563692763692,0.0732510560434035,"NS"
"C20orf166",0.0043180686018931,0.13292280297574,"NS"
"GALNT4",0.00432258624636428,0.0594090106201281,"NS"
"MIR136",-0.00432616275461106,0.0477335275415147,"NS"
"TAS1R2",-0.00432744720104306,0.068863007314155,"NS"
"ISOC1",0.00432898551803729,0.0676672220442644,"NS"
"ACRBP",0.00432949987238662,0.102156726726623,"NS"
"TSEN54",0.00433014352977201,0.10642685700496,"NS"
"C10orf125",-0.00433698794938575,0.1133827312673,"NS"
"ZNF155",-0.00433823098406183,0.072433266043295,"NS"
"COMMD7",-0.0043392894264509,0.0914150296618774,"NS"
"TBCK",-0.00434085766102776,0.0640267497305624,"NS"
"RPL22P15",0.00434391646118337,0.19952959740774,"NS"
"TRAPPC5",-0.00434436592911513,0.155736871096053,"NS"
"GPR37",-0.00434542072519584,0.0571247977181734,"NS"
"ZNF569",-0.00434567655927776,0.0441468386686757,"NS"
"DUSP16",0.00434616793909059,0.0893175588680914,"NS"
"ZNF724P",0.00434780279253588,0.03398086328109,"NS"
"SETD2",0.00435248103057884,0.119114140719741,"NS"
"ERH",0.00435425783476084,0.108975946884831,"NS"
"DEDD",-0.0043616989233346,0.139539227355964,"NS"
"APOBEC3A",-0.00436222811091924,0.0975911153244832,"NS"
"PNLDC1",-0.00436568750467758,0.0697606000438564,"NS"
"PLD5",0.00436787696642615,0.0677809974763824,"NS"
"ANKRD40",-0.00436811179402152,0.13325828614116,"NS"
"MEGF9",-0.00436928656101099,0.0685625709730034,"NS"
"GSG1L",-0.00437226868336404,0.0885015064557741,"NS"
"NUP160",0.00437258094845339,0.0948171648830195,"NS"
"OSBPL1A",-0.00437373162288268,0.0849279070996793,"NS"
"NINL",-0.00437661903385012,0.112757298427203,"NS"
"DYNLL2",-0.00438003030967815,0.123175424506545,"NS"
"DENND4B",0.004390020933565,0.162319524828776,"NS"
"POPDC3",-0.00439081937045738,0.052334007073301,"NS"
"PIK3C2B",0.00439246914059788,0.0779241445265568,"NS"
"DPPA3",0.00439484195749196,0.0565218697506573,"NS"
"TEPP",-0.00439765205523468,0.100469089732782,"NS"
"CRTC1",0.00439862511099598,0.137638796319452,"NS"
"C11orf88",-0.00439945273225095,0.0703462364479092,"NS"
"NENF",-0.00439947623572579,0.194076527455487,"NS"
"RNF19B",-0.00440388473258668,0.0967228674470023,"NS"
"PRKD2",0.00441025401789941,0.0940010787716421,"NS"
"CEND1",-0.00441284375976769,0.125657639601102,"NS"
"C17orf85",0.00441373456231164,0.0873072354041325,"NS"
"MAD1L1",-0.00442281331590566,0.187581727790658,"NS"
"PARG",-0.00442362866837476,0.0364763811637154,"NS"
"RHO",0.00442423653487234,0.0588619870348749,"NS"
"PORCN",0.00443060799064376,0.110360408083987,"NS"
"PRLH",0.00443250533425799,0.145109347272403,"NS"
"SLITRK2",-0.00443522894976067,0.0681080999996253,"NS"
"SPPL3",-0.0044418172752736,0.111497314478501,"NS"
"PSMF1",0.00444207463968893,0.0899015716729625,"NS"
"LPCAT4",0.00444487034886265,0.125150212244575,"NS"
"RND1",0.00444517333459338,0.063829106299034,"NS"
"PTPRA",0.00445065456840044,0.149494910463258,"NS"
"TRAK1",-0.00445245651958648,0.102738690819316,"NS"
"NFYC",-0.00445563807747895,0.156754135824627,"NS"
"TK1",-0.00445711210156707,0.134350517474859,"NS"
"ZNHIT2",0.00446067192806332,0.104398578728238,"NS"
"SYS1",-0.00446558288182763,0.0959426467434915,"NS"
"KDM3A",0.00446662601201497,0.0934574516059118,"NS"
"CAMTA1",-0.00446817805887556,0.090670262538242,"NS"
"IGLL3P",0.0044728861123895,0.155545336103513,"NS"
"FAM73B",-0.00447408759190004,0.117813215406561,"NS"
"LOC100130285",-0.00447695063901321,0.144061483300316,"NS"
"DIRAS1",-0.00447747861887393,0.166779113018715,"NS"
"ODF3L2",-0.00448794246289252,0.098208209410393,"NS"
"SSH3",-0.0044907860931902,0.112594897194905,"NS"
"UBL4A",-0.00449137993910687,0.0907293171120846,"NS"
"ANGPTL4",0.00449360337859805,0.0833676084883535,"NS"
"RNASEH2A",0.00449452665989991,0.12342102491334,"NS"
"CAMSAP1L1",-0.00449640723018496,0.0868572788167165,"NS"
"CHL1",-0.00450053911463466,0.0489134098429957,"NS"
"NDEL1",0.00451123970360801,0.113725227656877,"NS"
"PML",0.00451363570329555,0.119153766500465,"NS"
"OPRK1",-0.0045140557148875,0.0489465045597123,"NS"
"SCAMP4",0.0045179270714486,0.125850923799983,"NS"
"TTC4",-0.00451929407342289,0.0796110520620343,"NS"
"ZNF133",-0.00451959771103505,0.106908341722567,"NS"
"TNFAIP3",0.00452250809855181,0.0641798835427679,"NS"
"IBTK",-0.00452757489208278,0.100178543911525,"NS"
"COX1",-0.00452892711386133,0.192264485208959,"NS"
"FBXL16",0.00453063021825506,0.135545005443748,"NS"
"HAUS5",-0.00453103063766847,0.0928190224054269,"NS"
"PLEKHB1",0.00453143714854365,0.0723136884246779,"NS"
"SESN1",-0.00453288280532727,0.0763221639424587,"NS"
"GSX2",-0.00453980700801448,0.172792725477387,"NS"
"TAF6L",0.00454183424890675,0.110435399437153,"NS"
"TBC1D9",0.00454220893090707,0.0849322072314738,"NS"
"ANKRD34A",0.0045422391614689,0.117978790793465,"NS"
"SPTLC1",-0.0045438959534907,0.0719373299610078,"NS"
"TMEM63B",0.00454555910542243,0.080998957516203,"NS"
"GAL3ST2",-0.00454603947982513,0.139207824687608,"NS"
"SUSD3",0.00454608268889656,0.0810563420802183,"NS"
"TTK",-0.00454723017024816,0.0430545508929579,"NS"
"NFKB1",-0.00454874228684066,0.0799094469561255,"NS"
"AKNA",-0.00455451156674158,0.137748901452388,"NS"
"CWC15",0.00455625264519188,0.0552007015281821,"NS"
"DPM3",0.0045566218703903,0.150963657430389,"NS"
"FAM92A2",0.00455839857576512,0.0367373351832514,"NS"
"PPIE",0.00455870080206511,0.0738464697439617,"NS"
"EXD3",-0.00455964199692183,0.129618746477254,"NS"
"ZNF852",-0.00456042900066134,0.0696844585609244,"NS"
"TMEM184B",-0.00456720256444987,0.105118595027604,"NS"
"SH3GL2",0.00457170690268205,0.0847031761192369,"NS"
"KIAA1211",-0.00457530588266275,0.119821036405342,"NS"
"ADRA2A",0.00457592956843156,0.13996545325112,"NS"
"MOGAT2",-0.00457613224386999,0.0754737414521395,"NS"
"CTHRC1",0.00458306427529154,0.0958895619104218,"NS"
"FKTN",0.00458395652656107,0.0963292919429282,"NS"
"KLHDC2",-0.00458585357994767,0.0982394746009237,"NS"
"TERT",0.00458800853763197,0.127839587000638,"NS"
"LOC440993",-0.00458829999896215,0.0771280122648475,"NS"
"BRAP",-0.00459622043400687,0.0808326364880671,"NS"
"KLF1",-0.00459638777050753,0.174905390462236,"NS"
"OR14A16",0.00459851878556217,0.0635329294425407,"NS"
"C6orf26",0.00460193977973766,0.172173099081291,"NS"
"SMARCA5",-0.00460545262401668,0.130296983550719,"NS"
"ODF3",-0.00460585301690331,0.0925930306965535,"NS"
"MAGEL2",-0.00460939031160224,0.0426829683034875,"NS"
"ZNF137P",-0.00460960458424076,0.036125610711001,"NS"
"TUSC1",-0.00461255945787098,0.126867429172995,"NS"
"TMEM167B",0.00461849641830558,0.088622531441617,"NS"
"DHX57",-0.00462211503029875,0.11277748325557,"NS"
"MIR191",0.00462411260575646,0.0777904049588026,"NS"
"SNRNP200",-0.00462574756423706,0.114939514423987,"NS"
"ATXN2",-0.00462593105814202,0.14452773501568,"NS"
"CCKAR",-0.0046270638565038,0.0614069200641382,"NS"
"PLD2",0.00463202850809408,0.0987644324773511,"NS"
"ESF1",0.0046446833047542,0.0628339014457366,"NS"
"C11orf46",-0.00465256770851008,0.0984859535368889,"NS"
"UTP6",-0.00465328594667591,0.0545752046534764,"NS"
"ABCA7",-0.00465461770381137,0.117175450096206,"NS"
"DBI",0.00465512194366902,0.0620357209582719,"NS"
"CDKN2D",-0.00465663484072021,0.136506447511793,"NS"
"KIAA0240",0.0046586017959811,0.160549308441173,"NS"
"MID1IP1",-0.00466120204980713,0.0823369317473715,"NS"
"TSSK4",-0.00466285165746649,0.0860169294007608,"NS"
"RPRD2",-0.00466336926020494,0.128454148154016,"NS"
"LOC646701",-0.00466847476691534,0.0612659382763925,"NS"
"KCNB2",0.00466904458909001,0.0758561418808967,"NS"
"LOC643008",0.00467028150131066,0.0634315937075808,"NS"
"C17orf68",0.00467197832773802,0.110690246070899,"NS"
"MTFP1",-0.00467301917719043,0.120983945906417,"NS"
"ITPRIP",0.00467326215640895,0.135612592531953,"NS"
"OR2S2",-0.00467484173852317,0.117419324838573,"NS"
"BARHL1",0.00467827441857738,0.159997560321317,"NS"
"ND1",-0.00468456311908794,0.154236027477468,"NS"
"HCG8",-0.00469347028270173,0.0801784541383067,"NS"
"ZDHHC1",-0.00469525437623375,0.0791511480291509,"NS"
"CA9",-0.00469846490797954,0.146876690501064,"NS"
"ARL6IP6",-0.00470535728441313,0.0528754059513506,"NS"
"CDAN1",-0.00470894714514669,0.126248749561897,"NS"
"KLK9",-0.00471326451294241,0.0940145333713688,"NS"
"DISP2",-0.0047164168943441,0.118039339006984,"NS"
"UNC119B",0.00472111252608531,0.126916236064023,"NS"
"DDX17",-0.00472264549215806,0.2321345149722,"NS"
"OPN3",0.004725402607757,0.112937800437249,"NS"
"C21orf49",0.00472726633541332,0.0632202503090419,"NS"
"PTPRN",0.00473625094352936,0.0834949651236145,"NS"
"RIMKLA",-0.00474235351130026,0.0999646095908514,"NS"
"CALB1",-0.00474715947355686,0.0615953253701684,"NS"
"HEATR3",0.00474867133049983,0.0930964593980696,"NS"
"C9orf96",-0.00475053653522717,0.081376831904855,"NS"
"SMPD3",0.0047521875559664,0.0714346210636387,"NS"
"SRGAP1",-0.00475823986181778,0.0915321695540934,"NS"
"MZT2A",0.00475844025938343,0.110991873755255,"NS"
"LOC389458",0.00476107350067201,0.12292764917041,"NS"
"SLC35B4",0.00476343995882478,0.101240470616751,"NS"
"SLC25A41",-0.00476593534012304,0.130187490095534,"NS"
"GLTSCR1",0.00477657151017374,0.111355888708219,"NS"
"TMEM218",0.00477766696319359,0.0758857187342964,"NS"
"PYY2",0.00478310674756921,0.114341517235608,"NS"
"LHX4",-0.00478597758715571,0.0833267204781551,"NS"
"LTBP2",0.00478712862325326,0.0855627697094978,"NS"
"C1orf86",-0.00479371019595431,0.15722087777468,"NS"
"AGPHD1",0.00479458012023337,0.0590498036159343,"NS"
"C17orf106",0.00479678716299792,0.137741736200632,"NS"
"DGKK",-0.00480768887015315,0.0763784877939007,"NS"
"TUBB2B",-0.00480852104344653,0.11029737772304,"NS"
"ANO3",0.00481056299390581,0.0551934564119882,"NS"
"SLA",-0.00481251629122559,0.0660226940874808,"NS"
"ARHGEF40",-0.00481256544473885,0.08567678626424,"NS"
"OTOA",-0.00481620628211155,0.0731187693356681,"NS"
"C17orf59",-0.0048191417191501,0.111722974068757,"NS"
"BAZ2B",-0.0048258815632658,0.164568856537771,"NS"
"CHRNB2",0.00483130914347729,0.174419217521273,"NS"
"DYNLT1",0.00483524126156976,0.101965019586411,"NS"
"SLC38A6",-0.00483608181920636,0.100798461355035,"NS"
"C20orf103",-0.00483635855904807,0.0374233290658501,"NS"
"CKAP4",0.00483979941112622,0.211768475610642,"NS"
"MTX1",0.00484251116850976,0.120069567974935,"NS"
"LRRTM2",-0.00484521656796,0.0784039746927937,"NS"
"FBXO22",0.00484847709427516,0.07214044165488,"NS"
"SLC34A3",0.004848908801248,0.119072450898401,"NS"
"MGC2752",0.0048511911956659,0.0693567678331828,"NS"
"FOXE3",-0.00485608042223662,0.167652258159991,"NS"
"UNCX",0.00485654575756955,0.132388958127249,"NS"
"LOC145757",0.00486111815889045,0.105324666412604,"NS"
"ADIPOQ",0.00486163554777241,0.0735241620028702,"NS"
"C17orf55",-0.00486166980941816,0.157918871124937,"NS"
"PWP1",-0.00486275544133297,0.0935447061257357,"NS"
"CLPB",0.00486475162237854,0.0959277104637891,"NS"
"FGR",0.00486498446686268,0.148424636910602,"NS"
"NTN3",-0.00486520557570769,0.103053577697267,"NS"
"CRAMP1L",-0.00486825788292933,0.230750068075061,"NS"
"MAPKAPK2",0.00486922711469173,0.166016179122587,"NS"
"GRHL3",-0.00487441849299142,0.134518757896161,"NS"
"SNX12",0.004876582830454,0.101852803954672,"NS"
"GNRHR2",-0.00487802911799373,0.0883067410853212,"NS"
"CXCR4",-0.00487945500191866,0.0421073950451367,"NS"
"PAX8",-0.0048826365824084,0.145861310476091,"NS"
"RAB31",-0.00489140966450785,0.0744810703412434,"NS"
"NPIPL3",0.0048921419411907,0.228131002757198,"NS"
"ZC3H4",0.00489741037823732,0.137465363762304,"NS"
"LARP6",0.00489804430913399,0.119893191528278,"NS"
"CTDP1",0.00489860184510027,0.167040417327256,"NS"
"HBCBP",0.00490034040819443,0.0999531328256827,"NS"
"ABI1",0.00490087436355946,0.150779749270174,"NS"
"HERPUD2",-0.00490114640125272,0.134313439803948,"NS"
"RHOF",-0.00490520342758671,0.103916660490521,"NS"
"RNU2-1",-0.0049072851496339,0.323025519550882,"NS"
"RLTPR",0.00490908126976186,0.143040942378967,"NS"
"KIF13A",0.00492522468538192,0.124577507762719,"NS"
"DCST2",-0.00492741662376117,0.0797836640829328,"NS"
"TCEAL1",-0.00492760167473749,0.091162341586743,"NS"
"MORN1",0.00493235735559816,0.142675722548583,"NS"
"STAC2",0.0049325003244709,0.110322730532369,"NS"
"ARHGAP9",-0.00493818917187627,0.111572626209106,"NS"
"KCNA6",-0.00493971319825337,0.0700690267693774,"NS"
"RABGAP1",-0.004939897049002,0.145212055844406,"NS"
"HOXD1",-0.00494166350534297,0.134023869303399,"NS"
"IL17A",0.00494183575664842,0.0823318277693147,"NS"
"TMEM41A",-0.00494186506364747,0.110738243083799,"NS"
"FOXI1",-0.0049450705472871,0.133298750542579,"NS"
"PRLR",0.00494721809993326,0.0493036679045617,"NS"
"TBR1",0.00495197974198414,0.0970833701314411,"NS"
"CCDC97",-0.00495252353348441,0.163567996704353,"NS"
"PCYOX1L",0.00496260036466545,0.148847068457784,"NS"
"VMA21",-0.00496286874642982,0.113813760932972,"NS"
"UTF1",-0.00496326902850086,0.176677266366086,"NS"
"ACTL7B",-0.00496329638565429,0.123504781906542,"NS"
"TUSC2",-0.00496483104308276,0.133091959799273,"NS"
"ATXN3",-0.00496736525764874,0.0950901655348296,"NS"
"C2orf63",0.00496959774517824,0.0643910257450763,"NS"
"CASKIN2",0.00497278930575917,0.106779800452064,"NS"
"S1PR5",-0.00497517828219651,0.200130031251017,"NS"
"ARL3",-0.00497688022807274,0.111545770404464,"NS"
"MID2",-0.0049772357153568,0.0837561355169494,"NS"
"C19orf39",-0.00497808146630563,0.159870399851633,"NS"
"SLC27A5",-0.00498079995992584,0.085203763173882,"NS"
"RGS8",-0.00498660543216833,0.0721134023221047,"NS"
"OR4M1",-0.0049901216694157,0.0458009961051359,"NS"
"LOC642648",0.00499221640633563,0.140286642964607,"NS"
"FBXO10",0.0049938435718806,0.166917347077556,"NS"
"PLIN2",-0.00499917397073313,0.0856224432723138,"NS"
"RNF11",0.00501109701414482,0.131525046722809,"NS"
"SH2B3",-0.00501433298407594,0.12922395100187,"NS"
"TDRD6",0.00501434492660124,0.0709474682953498,"NS"
"NDUFS3",-0.00501526672530561,0.129301414793946,"NS"
"FAM176A",-0.00501601952203368,0.0938937084649651,"NS"
"PPM1M",-0.00502691081120066,0.0951957074831114,"NS"
"LCE3B",0.00502713794688869,0.146979415614105,"NS"
"IGSF9",0.0050287734075134,0.100259634838873,"NS"
"CCDC91",0.00502926393838021,0.0571610626803172,"NS"
"OR2L2",0.00503400828679013,0.0705439419256879,"NS"
"ADCK1",-0.00503462619356698,0.0657409323890302,"NS"
"VPS35",-0.00503897314905366,0.142180351379321,"NS"
"C4orf27",-0.00504303176655752,0.0743414333151851,"NS"
"SGK494",0.00504345434365083,0.118551845784545,"NS"
"RHOBTB2",0.00504462518899818,0.117221565034698,"NS"
"TPI1P2",0.00505280048027279,0.0799561115886124,"NS"
"LEMD3",0.00505494308623411,0.127494567677955,"NS"
"FOXD4L2",-0.00505665221809881,0.121749317898016,"NS"
"SP5",0.00505728145873752,0.117159463627536,"NS"
"C20orf135",0.00506250851930012,0.102116911083601,"NS"
"HIST1H4A",0.00506573597594051,0.0780866554242619,"NS"
"LAPTM5",-0.00506886750316538,0.0847082450173799,"NS"
"HMGA1",0.00507252703715055,0.157571009301295,"NS"
"CARS2",-0.00507448436631019,0.107761600263414,"NS"
"C22orf25",-0.00507527451914891,0.0853352452164478,"NS"
"SAMD1",0.00508261328777948,0.159925566784962,"NS"
"SCARNA9",0.00509046911086397,0.144568590596571,"NS"
"ZBTB12",0.00509091297176445,0.167695044131528,"NS"
"NCRNA00094",-0.005091700754976,0.0638915735626627,"NS"
"WDR90",-0.00509223662323377,0.201109554243555,"NS"
"PRSS27",0.0050948456644293,0.166880575371383,"NS"
"ZNF445",-0.0050981766696272,0.108836245121821,"NS"
"SNORD115-8",-0.00509839348146246,0.0390635512004112,"NS"
"FLJ39653",-0.00509975865477408,0.14105289080594,"NS"
"REST",0.00510202090377243,0.147094318487335,"NS"
"CCDC144NL",0.00510588806796419,0.118362126350816,"NS"
"VTRNA1-1",-0.00511017044135764,0.0609526175562356,"NS"
"ZNF37BP",-0.00511110464609299,0.112635368277099,"NS"
"CRIP1",-0.0051112728737015,0.153519065714289,"NS"
"SPRYD4",-0.0051122609511034,0.0740895829874606,"NS"
"SRC",-0.00511389885341984,0.171978792310521,"NS"
"ST7L",-0.00512076512989346,0.099220881899502,"NS"
"HIVEP2",-0.00512823642704463,0.0900566074235929,"NS"
"SIGMAR1",0.00512931011164053,0.234708602462396,"NS"
"PRSS42",-0.00513007030475121,0.376028767260381,"NS"
"IDH2",0.00513027014422818,0.119365778854928,"NS"
"RNU105B",0.00513162501750219,0.0611617886753176,"NS"
"RNF5",-0.00513477880092506,0.13790637517022,"NS"
"TAZ",0.00513548350992776,0.20287376545837,"NS"
"BBC3",-0.00513720038026655,0.172356090490237,"NS"
"ITCH",0.00514132500644626,0.151178899294505,"NS"
"CWC22",-0.00514427236640325,0.0722035598351587,"NS"
"RSAD1",0.00514446945865599,0.147425431278369,"NS"
"BLCAP",-0.00514634389273194,0.182552802374562,"NS"
"YWHAE",0.00515093051578841,0.20065679754711,"NS"
"CPT2",0.0051586391065368,0.145094930303347,"NS"
"COX7C",-0.005158865053418,0.148182365117012,"NS"
"STRA8",-0.00516944984754297,0.0750561990296405,"NS"
"LOC728407",0.00517280669262066,0.0698771383930007,"NS"
"RPS27",0.00517713573121625,0.24049021297458,"NS"
"RIC8B",0.00518065296307735,0.0920386181553198,"NS"
"KIAA0319",-0.00518110964863028,0.0992798758105244,"NS"
"KRTAP10-7",-0.00518345823388566,0.0852790348547727,"NS"
"ZNF358",0.00518558008742476,0.147867388932579,"NS"
"ZNF250",-0.00518675217525399,0.0787679465551445,"NS"
"ZBTB46",-0.00519151869598389,0.199975621541829,"NS"
"GLTSCR2",-0.00519162044972843,0.149665850750101,"NS"
"RBM26",0.00519948104764856,0.154803412543395,"NS"
"CYP8B1",0.00520418575018977,0.0573341532875516,"NS"
"ZNF496",0.00520458839870264,0.126402834652771,"NS"
"CLEC4A",-0.00520530511632367,0.0603280895601097,"NS"
"SERINC3",0.00520704811583839,0.129672147295347,"NS"
"SLC5A3",-0.00521241598590305,0.0898401289403401,"NS"
"ARHGEF16",0.00521332262956742,0.16808049154404,"NS"
"HBB",0.00521657097346262,0.038195282878828,"NS"
"KLF3",-0.00522204470662979,0.133574787614287,"NS"
"TMEM44",0.00522284403551665,0.140390824918848,"NS"
"SMC3",0.00522491746061271,0.0958120129257207,"NS"
"RTN4RL2",-0.00522999742755825,0.141984063429835,"NS"
"C16orf82",0.0052324512777111,0.109549676436904,"NS"
"KRTAP10-2",-0.00523286884512597,0.200918610334374,"NS"
"PEX11G",-0.0052361773832037,0.164922527047149,"NS"
"NXT2",0.00523697821048663,0.102357981273208,"NS"
"PCNX",-0.00523796095983942,0.124057063727516,"NS"
"PLGLA",-0.00524515599092923,0.0637969069226063,"NS"
"BRSK1",-0.00525153978303949,0.122148510338685,"NS"
"RAB5B",0.00525245900308224,0.136832976879809,"NS"
"ANGPTL7",0.00525330598234186,0.0530055587327334,"NS"
"CD8A",-0.00525639323692917,0.0988211373940759,"NS"
"CCDC140",-0.00526742744064013,0.0803192114547543,"NS"
"FAM19A5",0.00526761620102922,0.186262481028015,"NS"
"C3orf39",-0.0052694019191466,0.152157250331255,"NS"
"RPL36AL",-0.00527228415653447,0.214239917188649,"NS"
"H1FNT",0.00527466036094504,0.151877257930029,"NS"
"FAM134C",0.00527670987263429,0.0966461470329636,"NS"
"TMEM82",-0.00528095207057433,0.0951162030422322,"NS"
"ARIH2",0.00528235264063071,0.153649809571379,"NS"
"CELP",0.00528584251335351,0.163794086534633,"NS"
"ZNF451",0.00528854814680191,0.0985940497463003,"NS"
"GUCY1B2",0.00528912304868623,0.0704535656333123,"NS"
"C20orf90",-0.00529338595815299,0.136101012112988,"NS"
"ZNF785",0.00529713661417119,0.136082579252415,"NS"
"FAM90A1",-0.0053042723165746,0.0827896825555557,"NS"
"DOK2",-0.00530627278377427,0.0925821535091341,"NS"
"CRSP8P",0.00530824931826812,0.077473885949677,"NS"
"ACVR1",0.00531260990379101,0.0758379508835986,"NS"
"TICAM1",0.0053164823554892,0.168650517652534,"NS"
"SPATA12",-0.00532322626307291,0.0650499332940035,"NS"
"RLN3",0.00532331043571088,0.155778434091601,"NS"
"STAG1",0.00532561220156924,0.0812376707700438,"NS"
"PLAT",-0.00532586548131109,0.0778820450055127,"NS"
"NAGS",-0.00532636205067472,0.183925152164106,"NS"
"LOC100125556",0.00532686170359553,0.132185558682633,"NS"
"NDUFAF3",-0.00532876755900236,0.150126232310461,"NS"
"SNX15",-0.00532890017590537,0.154562213522487,"NS"
"RNGTT",0.00533212456359577,0.0894155511458651,"NS"
"TUBGCP3",-0.00533301665580166,0.080758139081616,"NS"
"ZBTB32",-0.00533424111689595,0.154582182007021,"NS"
"MAN2B2",0.0053357166780561,0.118317955831155,"NS"
"ADARB1",-0.00533655511973996,0.0859192395983402,"NS"
"PRTN3",0.00533701165597678,0.154130804478586,"NS"
"KRTAP10-6",-0.00533829622904847,0.185807255226697,"NS"
"EIF1",-0.0053383446601396,0.202438034661678,"NS"
"GNMT",-0.00534252208697783,0.0657614362104633,"NS"
"LOC100190938",-0.00534279545946781,0.14002159374866,"NS"
"LCE1A",0.00534320286572676,0.155623591781162,"NS"
"ATF7",0.0053440048637774,0.142579472243047,"NS"
"FFAR1",-0.0053465255358307,0.136271499760198,"NS"
"MB",0.00535078517617671,0.103362595500097,"NS"
"C4orf32",-0.00535696676397013,0.144674271402808,"NS"
"CHI3L1",0.00535960951725167,0.0663712277472778,"NS"
"TRY6",-0.00536204067432133,0.0937844077031351,"NS"
"WT1",0.00536213300492716,0.129677141189551,"NS"
"KIAA1671",-0.00536229629898122,0.0910016204985181,"NS"
"VGLL4",0.00536436514902316,0.141673696705151,"NS"
"ZBTB34",0.00536697612878578,0.221081706908102,"NS"
"NKX2-5",-0.00536916608543248,0.235567683009695,"NS"
"ABHD14A",0.00537016837035154,0.108383297438433,"NS"
"RTN4R",0.00537040662070742,0.178517039146693,"NS"
"SAT2",0.00537246856552143,0.105240447587326,"NS"
"LRRC52",-0.00537313506564896,0.0762567497175404,"NS"
"ZBTB16",0.00537693102204084,0.126922285534766,"NS"
"CYP2E1",-0.00538043542105338,0.126939940479647,"NS"
"TXN2",-0.00538138143524858,0.0914983181953343,"NS"
"FLJ43860",-0.00538893925696726,0.0986906797089719,"NS"
"TOMM7",0.00539149302828523,0.13632816038418,"NS"
"DLGAP2",0.00539386675662246,0.109383883917058,"NS"
"APLNR",-0.0053950882843028,0.141055672878009,"NS"
"KCNC1",-0.00540109306286118,0.187056475099559,"NS"
"FER1L5",-0.00540174569480056,0.121256377815461,"NS"
"ACAD8",0.00540324805347048,0.0649174444312909,"NS"
"DNAJC6",-0.00540601578279443,0.091475018809961,"NS"
"AHRR",0.00541130082257602,0.166451592584992,"NS"
"PEAR1",0.00541197447627706,0.0750967135644443,"NS"
"GPBP1",-0.0054125370761815,0.154220765008792,"NS"
"RIPK1",0.00541576346341444,0.0919796176453531,"NS"
"LOC100499221",-0.00541798188925391,0.0941984663066006,"NS"
"LPAR3",-0.00542308661282886,0.0392504316828038,"NS"
"EXOG",-0.005423688018384,0.0854713143348034,"NS"
"CECR6",-0.00543593244469509,0.197966885133854,"NS"
"COX6A2",-0.00543834449134595,0.178880467707883,"NS"
"UCP2",0.00544383292165884,0.0961474970783325,"NS"
"CDC7",-0.00544607625119842,0.0568857702559531,"NS"
"KLHL17",-0.0054533612691634,0.210833077922148,"NS"
"C7orf51",-0.00545351346177236,0.198305758708352,"NS"
"AK4",0.00545477867894162,0.0854028268669596,"NS"
"SPANXN4",-0.00546242204012959,0.0654553633695102,"NS"
"HSPA1B",-0.00546550261652179,0.0572025740180039,"NS"
"OTUD7A",-0.00546757251011609,0.119710249015168,"NS"
"MBD2",0.00547196582835241,0.200768116553042,"NS"
"OR7D4",-0.00547420320382797,0.102741881906882,"NS"
"HIST1H4E",0.00547660810401629,0.0785727569328988,"NS"
"ARL1",0.00547751617394177,0.129773869682275,"NS"
"TTPAL",0.00547752342711449,0.0670579317276174,"NS"
"MYCN",0.00547770089431165,0.112604104691279,"NS"
"PIGL",0.00547914432704788,0.114520433843564,"NS"
"NANOS3",0.00548013332263109,0.147983482994352,"NS"
"MKLN1",0.00548092234235487,0.138034362182645,"NS"
"CHMP1A",-0.00548309705900296,0.152918834340894,"NS"
"ZNF431",0.00548333324022199,0.111971807001417,"NS"
"VSIG4",-0.00548463162089585,0.0983099873862369,"NS"
"C9orf174",-0.00548776251674687,0.113200505554955,"NS"
"HBM",-0.00548787087949165,0.0781413665249133,"NS"
"PINX1",0.00549271411727315,0.0754821576302575,"NS"
"WFIKKN1",0.00549316658751575,0.151121119422264,"NS"
"TRIM56",-0.0054941829727837,0.149006075061039,"NS"
"INVS",0.00549646667100467,0.106893433492933,"NS"
"OR7E91P",0.0054965140807901,0.0765262595309145,"NS"
"AMOTL1",-0.00549656596879089,0.123003045778421,"NS"
"UBXN7",-0.00549912848141809,0.111910771016829,"NS"
"NBPF6",-0.00550928174566701,0.144597064691046,"NS"
"CCS",-0.00551151696859553,0.112272098621953,"NS"
"C20orf46",-0.00551273693302945,0.0805677386891882,"NS"
"P2RY1",0.00551357014507148,0.104750876253549,"NS"
"PIGU",-0.00551417223584516,0.0828121215639207,"NS"
"SLC9A9",-0.0055171300479202,0.105710489004418,"NS"
"DHX33",0.00552246656246314,0.0975477855110203,"NS"
"LCAT",-0.00552396015985712,0.118572908124903,"NS"
"DTX4",-0.00554015984505973,0.151011871218144,"NS"
"MAP1S",0.00554029539171297,0.141183544266378,"NS"
"C8orf51",-0.00554071479249085,0.114816153364584,"NS"
"CD7",0.00554107974418416,0.263712598323679,"NS"
"CCDC85B",-0.00554117953022493,0.127660911469368,"NS"
